"respondent_id","true_profile","department","tenure","level","oe_worked","oe_hard","i1","i2","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13","i14","i15"
"R0687","Moderate-High Engagement","Marketing","5+ years","Individual contributor","The examples actually matched the kind of work I do day to day.","There was no option to say a question did not apply to me.",2,3,2,2,4,4,4,2,2,2,3,4,4,3,4
"R0688","Moderate-Low Engagement","Data & Analytics","Under 1 year","Individual contributor","The examples actually matched the kind of work I do day to day.","idk",1,2,1,2,2,3,3,3,2,1,3,3,2,1,2
"R0689","High Engagement","Product","3-5 years","Individual contributor","Short enough that I could give real answers instead of rushing.","Hard to answer about onboarding when mine was two years ago.",3,4,4,4,4,3,4,3,4,4,4,4,4,2,4
"R0690","High Engagement","Marketing","5+ years","Manager","The examples actually matched the kind of work I do day to day.","none",4,3,3,4,4,4,4,4,4,4,4,4,4,2,NA
"R0691","Moderate-High Engagement","Content","1-3 years","Individual contributor","It was clear what each question was getting at.",NA,3,3,3,2,4,4,3,2,4,4,4,2,2,NA,3
"R0692","Moderate-High Engagement","Engineering","1-3 years","Senior IC","Short enough that I could give real answers instead of rushing.",NA,2,3,NA,2,3,4,3,3,NA,2,4,4,3,3,3
"R0693","Moderate-Low Engagement","Data & Analytics","3-5 years","Manager","not really","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,3,2,1,2,2,2,3,1,2,1,3,1,2,2
"R0694","Moderate-Low Engagement","Data & Analytics","1-3 years","Individual contributor","Not much.","Hard to answer about onboarding when mine was two years ago.",4,3,1,1,1,2,4,NA,4,4,NA,2,3,4,3
"R0695","Moderate-Low Engagement","Content","1-3 years","Individual contributor","I liked that it asked about things nobody usually asks about.","Font was small.",3,2,4,4,2,2,4,4,3,3,3,4,3,2,NA
"R0696","Moderate-High Engagement","Operations","1-3 years","Individual contributor","It was clear what each question was getting at.","n/a",3,4,2,2,4,3,3,3,4,4,3,4,NA,3,4
"R0697","Moderate-High Engagement","Data & Analytics","Under 1 year","Senior IC","Not much.","not really",3,3,3,2,4,3,4,4,3,4,2,4,2,3,NA
"R0698","Moderate-Low Engagement","Engineering","3-5 years","Senior IC","It was fine I guess.",NA,4,3,3,2,3,3,3,1,1,2,2,1,1,4,3
"R0699","Moderate-Low Engagement","Product","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.","Too long.",3,4,3,3,3,3,4,4,2,3,2,3,3,3,3
"R0700","Moderate-High Engagement","Engineering","5+ years","Individual contributor","I liked that it asked about things nobody usually asks about.","idk",3,4,2,2,4,3,3,2,3,4,2,4,4,2,3
"R0701","Moderate-Low Engagement","Marketing","5+ years","Individual contributor","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,1,3,2,3,3,NA,2,4,3,NA,3,3,2,1
"R0702","Low Engagement","Engineering","1-3 years","Individual contributor","It was short.","nothing",2,2,2,1,1,1,1,2,2,2,1,3,1,1,4
"R0703","Low Engagement","Content","1-3 years","Senior IC","Not much.","Too long.",2,2,1,1,1,1,1,3,3,NA,1,1,2,3,3
"R0704","Moderate-Low Engagement","Engineering","Under 1 year","Senior IC","The examples actually matched the kind of work I do day to day.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,4,2,3,3,3,1,1,3,4,NA,3,3,4,3
"R0705","Moderate-Low Engagement","Data & Analytics","3-5 years","Individual contributor","It was fine I guess.","There was no option to say a question did not apply to me.",3,1,4,3,2,2,2,3,1,4,3,4,3,2,3
"R0706","Moderate-High Engagement","Marketing","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.",NA,4,4,4,2,3,3,3,3,3,3,1,4,4,3,1
"R0707","Moderate-High Engagement","Marketing","Under 1 year","Senior IC","Short enough that I could give real answers instead of rushing.","n/a",4,3,4,4,3,NA,3,4,3,1,2,2,3,3,3
"R0708","Moderate-High Engagement","Marketing","5+ years","Senior IC","The examples actually matched the kind of work I do day to day.",NA,NA,3,4,4,3,3,3,3,4,NA,3,3,4,3,3
"R0709","High Engagement","Engineering","3-5 years","Manager","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
"R0710","Low Engagement","Marketing","Under 1 year","Senior IC","I liked that it asked about things nobody usually asks about.","Font was small.",1,3,2,2,1,2,1,2,4,2,1,2,2,3,3
"R0711","Moderate-Low Engagement","Marketing","5+ years","Senior IC","Not much.","The scale was confusing.",NA,1,3,3,2,2,1,1,4,3,2,2,2,1,2
"R0712","Moderate-High Engagement","Operations","Under 1 year","Senior IC","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",NA,NA,3,4,4,3,3,NA,1,2,3,2,2,3,2
"R0713","Moderate-Low Engagement","Operations","3-5 years","Senior IC","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",1,1,1,4,4,2,3,3,3,3,1,2,4,3,2
"R0714","Moderate-High Engagement","Engineering","Under 1 year","Senior IC","The examples actually matched the kind of work I do day to day.","There was no option to say a question did not apply to me.",3,3,3,3,3,4,2,4,2,2,3,3,3,3,3
"R0715","Moderate-Low Engagement","Marketing","1-3 years","Individual contributor","I liked that it asked about things nobody usually asks about.","The scale was confusing.",3,2,4,3,2,3,4,1,4,4,1,2,1,1,4
"R0716","Low Engagement","Content","1-3 years","Individual contributor","It was short.","There was no option to say a question did not apply to me.",1,3,3,2,1,1,2,3,1,1,2,NA,1,2,1
"R0717","High Engagement","Data & Analytics","5+ years","Senior IC","The examples actually matched the kind of work I do day to day.","none",4,4,4,4,4,4,4,4,3,4,3,4,4,4,4
"R0718","Moderate-High Engagement","Product","3-5 years","Senior IC","Short enough that I could give real answers instead of rushing.","The scale was confusing.",2,3,4,NA,4,3,3,4,3,3,3,4,3,3,3
"R0719","Low Engagement","Marketing","3-5 years","Senior IC","Not much.","Font was small.",1,1,1,1,1,1,1,1,2,3,2,1,2,1,2
"R0720","Moderate-High Engagement","Engineering","3-5 years","Senior IC","n/a","There was no option to say a question did not apply to me.",3,3,3,3,2,4,2,3,3,3,4,3,4,2,3
"R0721","Moderate-Low Engagement","Engineering","5+ years","Individual contributor","It was clear what each question was getting at.","not really",1,1,1,2,3,4,2,2,2,4,3,1,3,1,3
"R0722","High Engagement","Operations","3-5 years","Manager","I liked that it asked about things nobody usually asks about.","There was no option to say a question did not apply to me.",4,4,4,NA,4,4,3,3,4,4,4,3,2,4,4
"R0723","Moderate-High Engagement","Marketing","5+ years","Senior IC","I liked that it asked about things nobody usually asks about.","no",4,3,NA,3,3,4,4,1,4,3,4,3,3,2,4
"R0724","Moderate-Low Engagement","Engineering","Under 1 year","Individual contributor","The examples actually matched the kind of work I do day to day.",NA,2,3,3,2,3,4,3,1,4,4,1,2,4,2,4
"R0725","Low Engagement","Engineering","Under 1 year","Senior IC","not really","Font was small.",2,2,4,2,1,2,1,3,2,3,3,2,3,1,1
"R0726","Moderate-Low Engagement","Engineering","Under 1 year","Senior IC","Not much.","not really",3,1,1,1,3,4,2,4,3,4,2,4,NA,2,2
"R0727","High Engagement","Content","Under 1 year","Senior IC","nothing",NA,4,3,4,4,4,4,4,4,3,4,4,4,4,3,2
"R0728","Moderate-High Engagement","Operations","Under 1 year","Manager","n/a","no",3,NA,3,2,3,4,3,3,4,3,3,3,4,1,4
"R0729","Moderate-Low Engagement","Engineering","Under 1 year","Individual contributor","Short enough that I could give real answers instead of rushing.","Too long.",2,3,2,3,3,2,2,3,2,1,3,2,2,2,1
"R0730","Low Engagement","Content","1-3 years","Senior IC","Not much.",NA,3,1,1,3,1,1,1,1,1,2,1,1,1,2,1
"R0731","Low Engagement","Product","1-3 years","Manager","I liked that it asked about things nobody usually asks about.","The scale was confusing.",2,3,3,3,3,2,1,4,3,2,2,4,1,1,3
"R0732","Moderate-Low Engagement","Marketing","1-3 years","Individual contributor","It was short.",NA,2,2,1,1,3,1,2,3,2,4,3,3,3,4,1
"R0733","Moderate-Low Engagement","Engineering","1-3 years","Senior IC","It was short.","nothing",4,1,3,4,2,2,3,4,NA,1,2,3,2,2,3
"R0734","Moderate-Low Engagement","Product","3-5 years","Individual contributor","It was fine I guess.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,3,3,2,3,3,4,3,2,2,2,2,3,4,1
"R0735","Moderate-High Engagement","Content","Under 1 year","Senior IC","I liked that it asked about things nobody usually asks about.","Too long.",3,4,3,1,4,3,3,4,4,4,3,4,3,4,3
"R0736","Moderate-High Engagement","Engineering","5+ years","Senior IC","Short enough that I could give real answers instead of rushing.",NA,4,4,4,4,NA,4,4,3,3,3,4,3,3,4,3
"R0737","High Engagement","Content","1-3 years","Senior IC","Short enough that I could give real answers instead of rushing.",NA,4,3,4,2,3,NA,3,3,3,3,3,4,NA,3,4
"R0738","Moderate-High Engagement","Marketing","1-3 years","Senior IC","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",3,NA,3,3,3,NA,1,4,4,3,2,2,3,1,4
"R0739","Moderate-Low Engagement","Data & Analytics","Under 1 year","Senior IC","It was short.","Font was small.",3,2,3,4,2,2,2,1,2,NA,NA,1,2,2,3
"R0740","Moderate-High Engagement","Content","5+ years","Senior IC","Short enough that I could give real answers instead of rushing.",NA,4,2,4,4,4,4,3,3,3,3,3,4,3,3,2
"R0741","High Engagement","Marketing","1-3 years","Senior IC","Short enough that I could give real answers instead of rushing.","Hard to answer about onboarding when mine was two years ago.",3,3,4,NA,4,4,4,2,3,3,4,4,3,4,3
"R0742","Low Engagement","Product","1-3 years","Individual contributor","It was fine I guess.",NA,1,1,2,NA,1,1,2,1,4,4,2,2,2,2,4
"R0743","Moderate-Low Engagement","Operations","1-3 years","Senior IC","Not much.",NA,2,1,2,3,4,3,2,2,3,2,2,2,3,2,1
"R0744","High Engagement","Product","5+ years","Senior IC","It was clear what each question was getting at.","There was no option to say a question did not apply to me.",3,4,3,4,4,4,4,3,2,4,4,4,4,4,4
"R0745","Low Engagement","Operations","5+ years","Senior IC","The examples actually matched the kind of work I do day to day.","Too long.",2,1,1,3,2,2,2,1,2,2,2,2,2,3,2
"R0746","High Engagement","Content","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.","There was no option to say a question did not apply to me.",4,4,3,4,4,4,4,4,4,2,4,4,4,3,4
"R0747","Moderate-Low Engagement","Product","3-5 years","Individual contributor","It was fine I guess.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,3,4,4,NA,2,3,3,2,3,3,2,4,3,2
"R0748","Moderate-High Engagement","Content","5+ years","Senior IC","Short enough that I could give real answers instead of rushing.",NA,4,4,2,1,4,3,3,1,3,4,3,4,3,4,4
"R0749","Moderate-Low Engagement","Engineering","3-5 years","Senior IC","nothing","Some of the wording was ambiguous -- 'my team' could mean two different things.",1,2,2,4,3,4,1,3,4,4,2,3,1,3,2
"R0750","Low Engagement","Data & Analytics","3-5 years","Senior IC","nothing","The scale was confusing.",3,NA,2,3,3,NA,1,1,1,2,1,1,1,3,NA
"R0751","High Engagement","Product","Under 1 year","Individual contributor","The examples actually matched the kind of work I do day to day.","Hard to answer about onboarding when mine was two years ago.",4,4,4,4,4,NA,4,3,4,4,4,4,NA,4,NA
"R0752","Moderate-Low Engagement","Marketing","1-3 years","Individual contributor","It was clear what each question was getting at.","none",4,4,4,3,3,1,4,2,2,4,3,3,1,4,4
"R0753","Moderate-Low Engagement","Marketing","1-3 years","Individual contributor","I liked that it asked about things nobody usually asks about.","The scale was confusing.",1,1,1,2,2,2,NA,1,3,2,2,2,1,2,3
"R0754","Moderate-High Engagement","Marketing","1-3 years","Manager","Not much.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,4,4,NA,2,4,4,4,4,2,4,4,4,3,3
"R0755","Moderate-Low Engagement","Data & Analytics","3-5 years","Individual contributor","I liked that it asked about things nobody usually asks about.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,2,4,3,3,1,2,2,4,3,2,1,NA,3,3
"R0756","Low Engagement","Marketing","3-5 years","Manager","not really","The scale was confusing.",2,3,4,3,3,2,2,1,3,NA,1,1,1,1,3
"R0757","Moderate-High Engagement","Content","Under 1 year","Individual contributor","It was fine I guess.","There was no option to say a question did not apply to me.",2,4,3,2,4,3,3,4,4,3,4,4,4,4,3
"R0758","Moderate-High Engagement","Marketing","3-5 years","Senior IC","n/a","Hard to answer about onboarding when mine was two years ago.",4,4,2,4,2,2,2,2,3,NA,4,3,3,4,2
"R0759","Moderate-High Engagement","Engineering","1-3 years","Senior IC","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,3,4,4,4,4,3,4,3,3,2,3,3,3,3
"R0760","Moderate-Low Engagement","Product","5+ years","Senior IC","The examples actually matched the kind of work I do day to day.","Too long.",4,4,3,3,3,3,3,1,4,2,2,1,NA,2,1
"R0761","Moderate-Low Engagement","Marketing","1-3 years","Senior IC","Not much.",NA,3,2,3,1,3,1,3,2,2,NA,3,3,4,3,3
"R0762","Low Engagement","Data & Analytics","3-5 years","Individual contributor","It was fine I guess.","The scale was confusing.",3,4,3,4,1,2,1,2,2,3,3,1,NA,3,2
"R0763","Low Engagement","Operations","1-3 years","Manager","It was short.",NA,2,4,2,1,1,2,1,2,3,2,2,1,2,NA,4
"R0764","Moderate-High Engagement","Product","Under 1 year","Individual contributor","Short enough that I could give real answers instead of rushing.","Font was small.",3,4,4,4,3,3,2,1,3,4,NA,3,2,4,1
"R0765","Moderate-High Engagement","Marketing","5+ years","Manager","Short enough that I could give real answers instead of rushing.",NA,4,3,4,4,4,2,4,3,4,3,4,4,4,3,4
"R0766","Moderate-Low Engagement","Operations","3-5 years","Senior IC","It was fine I guess.","Hard to answer about onboarding when mine was two years ago.",3,2,3,3,2,3,3,2,3,3,4,3,3,3,4
"R0767","Moderate-High Engagement","Engineering","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,3,3,4,3,2,4,4,3,4,3,3,4,3,3
"R0768","Moderate-Low Engagement","Marketing","1-3 years","Manager","Short enough that I could give real answers instead of rushing.","Too long.",1,2,2,3,3,2,3,3,4,4,4,3,3,3,2
"R0769","Moderate-Low Engagement","Operations","5+ years","Individual contributor","Not much.","The scale was confusing.",4,4,3,2,3,4,1,2,4,2,2,3,3,3,3
"R0770","Moderate-High Engagement","Engineering","Under 1 year","Individual contributor","Not much.","nothing",2,4,2,3,3,4,3,3,1,2,3,3,1,2,4
"R0771","Moderate-Low Engagement","Content","5+ years","Senior IC","The examples actually matched the kind of work I do day to day.",NA,2,1,4,4,4,2,4,2,1,2,1,3,NA,1,2
"R0772","Moderate-High Engagement","Content","1-3 years","Individual contributor","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",2,4,3,3,3,4,2,3,2,3,4,4,2,4,1
"R0773","High Engagement","Content","3-5 years","Individual contributor","The examples actually matched the kind of work I do day to day.","Hard to answer about onboarding when mine was two years ago.",2,2,4,4,3,NA,4,2,4,4,3,3,4,2,4
"R0774","Moderate-High Engagement","Operations","1-3 years","Manager","The examples actually matched the kind of work I do day to day.",NA,2,4,4,3,1,4,3,4,2,4,3,4,3,4,3
"R0775","Moderate-Low Engagement","Marketing","Under 1 year","Individual contributor","The examples actually matched the kind of work I do day to day.","Too long.",3,NA,2,1,2,3,2,1,3,2,1,1,1,3,3
"R0776","Moderate-High Engagement","Data & Analytics","Under 1 year","Individual contributor","The examples actually matched the kind of work I do day to day.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,4,3,2,4,4,3,4,4,4,4,4,NA,3,3
"R0777","Moderate-High Engagement","Engineering","3-5 years","Senior IC","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",3,4,2,3,4,NA,2,3,3,3,2,4,3,4,2
"R0778","Moderate-Low Engagement","Data & Analytics","3-5 years","Individual contributor","It was clear what each question was getting at.","There was no option to say a question did not apply to me.",2,3,2,3,3,3,2,4,2,4,3,1,4,2,3
"R0779","Moderate-High Engagement","Engineering","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.","The scale was confusing.",3,4,3,4,4,4,3,3,4,3,3,4,4,3,4
"R0780","Moderate-High Engagement","Content","3-5 years","Senior IC","Short enough that I could give real answers instead of rushing.","none",3,3,3,2,4,4,2,4,4,3,2,4,3,1,4
"R0781","Moderate-Low Engagement","Engineering","3-5 years","Individual contributor","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",3,3,2,2,1,1,4,2,2,3,4,NA,3,3,4
"R0782","High Engagement","Engineering","3-5 years","Manager","Short enough that I could give real answers instead of rushing.",NA,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3
"R0783","Moderate-High Engagement","Operations","1-3 years","Senior IC","I liked that it asked about things nobody usually asks about.","no",4,3,4,4,3,4,4,3,3,4,3,3,3,1,4
"R0784","Moderate-High Engagement","Marketing","3-5 years","Manager","I liked that it asked about things nobody usually asks about.",NA,4,3,3,2,4,1,3,3,4,4,3,3,4,4,3
"R0785","Moderate-Low Engagement","Engineering","5+ years","Senior IC","It was short.","Too long.",4,3,4,2,2,2,4,2,4,2,3,4,4,3,3
"R0786","Low Engagement","Operations","Under 1 year","Manager","It was fine I guess.","The scale was confusing.",3,2,1,1,1,1,1,1,1,1,2,2,3,3,1
"R0787","Moderate-Low Engagement","Marketing","5+ years","Individual contributor","Short enough that I could give real answers instead of rushing.","Too long.",2,NA,3,2,1,3,1,2,1,3,2,4,4,1,2
"R0788","Moderate-Low Engagement","Content","1-3 years","Senior IC","It was clear what each question was getting at.","Too long.",2,2,2,1,3,3,1,2,2,1,1,2,1,3,4
"R0789","Moderate-Low Engagement","Content","1-3 years","Senior IC","I liked that it asked about things nobody usually asks about.","There was no option to say a question did not apply to me.",1,2,1,3,3,3,4,4,3,2,1,3,2,1,4
"R0790","Moderate-Low Engagement","Product","1-3 years","Senior IC","The examples actually matched the kind of work I do day to day.","There was no option to say a question did not apply to me.",1,2,1,1,3,2,1,2,2,1,3,2,2,1,3
"R0791","Moderate-Low Engagement","Product","Under 1 year","Individual contributor","Short enough that I could give real answers instead of rushing.","Font was small.",4,3,3,4,4,3,3,2,1,2,3,3,2,NA,3
"R0792","Moderate-High Engagement","Engineering","1-3 years","Individual contributor","It was fine I guess.","Font was small.",4,3,4,4,4,4,3,2,4,4,2,3,2,1,2
"R0793","Moderate-Low Engagement","Marketing","1-3 years","Individual contributor","Not much.",NA,4,4,1,2,3,2,3,2,NA,4,3,3,3,2,2
"R0794","Low Engagement","Operations","1-3 years","Senior IC","It was fine I guess.","Font was small.",2,4,2,3,1,1,3,2,3,2,2,2,3,1,2
"R0795","Moderate-Low Engagement","Content","3-5 years","Individual contributor","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,2,1,2,3,2,3,3,4,2,3,2,1,3,1
"R0796","Low Engagement","Operations","Under 1 year","Senior IC","Not much.","none",2,1,3,2,2,3,2,1,1,1,1,2,1,2,1
"R0797","Moderate-Low Engagement","Content","Under 1 year","Senior IC","It was fine I guess.","Too long.",2,4,3,2,2,3,2,2,3,3,2,3,3,3,1
"R0798","Moderate-Low Engagement","Engineering","Under 1 year","Senior IC","It was short.","Too long.",3,3,1,1,2,2,1,3,3,4,1,2,4,3,3
"R0799","Moderate-High Engagement","Content","3-5 years","Senior IC","It was clear what each question was getting at.","The scale was confusing.",1,2,3,1,4,3,2,3,4,4,4,4,4,4,3
"R0800","Moderate-Low Engagement","Product","3-5 years","Individual contributor","The examples actually matched the kind of work I do day to day.","There was no option to say a question did not apply to me.",1,4,1,1,3,3,3,1,3,1,1,3,3,2,1
"R0801","Moderate-High Engagement","Marketing","5+ years","Individual contributor","I liked that it asked about things nobody usually asks about.","There was no option to say a question did not apply to me.",3,4,2,2,4,3,4,1,4,3,3,4,3,2,4
"R0802","Low Engagement","Operations","5+ years","Manager","I liked that it asked about things nobody usually asks about.","The scale was confusing.",2,2,1,2,1,3,2,2,2,1,1,1,3,4,2
"R0803","Low Engagement","Engineering","Under 1 year","Senior IC","Not much.","There was no option to say a question did not apply to me.",3,2,1,3,1,1,1,1,1,1,NA,1,2,2,2
"R0804","Moderate-Low Engagement","Marketing","1-3 years","Senior IC","It was fine I guess.","There was no option to say a question did not apply to me.",3,4,4,4,1,1,1,3,2,2,3,1,3,NA,3
"R0805","Moderate-Low Engagement","Engineering","3-5 years","Individual contributor","not really","n/a",4,4,NA,4,3,2,3,4,3,2,3,2,2,4,3
"R0806","Moderate-Low Engagement","Data & Analytics","3-5 years","Senior IC","It was fine I guess.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,4,NA,4,3,2,2,4,1,2,3,3,4,2,1
"R0807","Moderate-High Engagement","Engineering","5+ years","Individual contributor","I liked that it asked about things nobody usually asks about.",NA,2,4,3,3,4,3,4,4,4,3,3,4,3,4,4
"R0808","Moderate-High Engagement","Marketing","1-3 years","Individual contributor","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,3,3,2,1,4,3,2,NA,3,3,3,4,3,3
"R0809","Moderate-High Engagement","Engineering","1-3 years","Individual contributor","Not much.",NA,4,4,4,3,NA,3,4,4,4,3,3,4,3,2,1
"R0810","Moderate-Low Engagement","Operations","3-5 years","Senior IC","It was short.",NA,2,3,3,3,1,2,3,1,4,2,1,2,3,NA,3
"R0811","Moderate-Low Engagement","Product","5+ years","Senior IC","It was clear what each question was getting at.",NA,3,3,4,4,2,4,4,4,1,4,3,NA,1,3,1
"R0812","Moderate-High Engagement","Content","Under 1 year","Individual contributor","It was clear what each question was getting at.","idk",3,1,4,3,4,3,3,4,4,3,3,3,4,2,4
"R0813","Moderate-Low Engagement","Content","5+ years","Senior IC","The examples actually matched the kind of work I do day to day.","Some of the wording was ambiguous -- 'my team' could mean two different things.",NA,NA,1,1,4,3,4,2,2,3,3,2,3,4,2
"R0814","Low Engagement","Product","5+ years","Individual contributor","Not much.","Font was small.",2,1,2,1,1,1,2,4,1,2,4,2,1,1,2
"R0815","High Engagement","Engineering","3-5 years","Individual contributor","I liked that it asked about things nobody usually asks about.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,2,3,2,4,4,4,4,3,3,4,3,4,3,2
"R0816","High Engagement","Data & Analytics","1-3 years","Senior IC","It was short.","no",4,4,NA,4,2,4,3,4,4,3,4,4,4,3,4
"R0817","Low Engagement","Operations","3-5 years","Manager","idk","The scale was confusing.",4,4,4,4,2,1,3,NA,4,3,1,1,3,2,3
"R0818","Moderate-Low Engagement","Product","1-3 years","Manager","It was fine I guess.",NA,2,1,2,2,2,3,2,3,3,2,1,3,2,1,2
"R0819","Moderate-High Engagement","Engineering","1-3 years","Manager","It was clear what each question was getting at.","There was no option to say a question did not apply to me.",4,4,3,3,4,4,4,3,3,4,4,2,3,4,2
"R0820","Moderate-Low Engagement","Content","1-3 years","Individual contributor","It was fine I guess.","not really",3,4,2,3,3,4,2,3,4,4,2,3,2,3,4
"R0821","High Engagement","Product","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.",NA,2,3,3,1,4,4,4,1,3,4,2,3,4,3,4
"R0822","Moderate-High Engagement","Product","1-3 years","Manager","It was clear what each question was getting at.","idk",4,2,3,4,4,4,4,3,4,3,3,4,3,3,4
"R0823","Moderate-Low Engagement","Engineering","Under 1 year","Senior IC","Short enough that I could give real answers instead of rushing.",NA,3,4,2,2,1,2,2,3,4,3,3,NA,2,4,1
"R0824","Moderate-Low Engagement","Product","1-3 years","Individual contributor","It was clear what each question was getting at.","The scale was confusing.",2,1,3,1,4,1,4,4,2,2,4,4,3,1,2
"R0825","Moderate-High Engagement","Engineering","3-5 years","Manager","Short enough that I could give real answers instead of rushing.",NA,3,4,1,1,4,4,3,3,3,3,4,NA,2,3,3
"R0826","Moderate-Low Engagement","Content","3-5 years","Senior IC","Not much.","Hard to answer about onboarding when mine was two years ago.",4,4,2,1,2,1,3,3,3,3,4,3,3,4,3
"R0827","Moderate-Low Engagement","Engineering","Under 1 year","Manager","It was clear what each question was getting at.","Font was small.",3,4,NA,2,3,2,2,1,1,1,1,1,1,4,1
"R0828","Low Engagement","Marketing","3-5 years","Senior IC","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",1,2,3,2,1,1,3,1,1,2,2,3,2,4,1
"R0829","Moderate-High Engagement","Content","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,4,2,2,4,3,2,4,4,3,4,3,4,3,4
"R0830","Moderate-High Engagement","Engineering","5+ years","Individual contributor","Short enough that I could give real answers instead of rushing.","Hard to answer about onboarding when mine was two years ago.",3,1,3,3,4,3,4,2,4,4,3,4,4,4,4
"R0831","Moderate-Low Engagement","Data & Analytics","Under 1 year","Senior IC","Short enough that I could give real answers instead of rushing.","Too long.",3,2,2,1,2,2,2,2,3,3,3,1,1,1,4
"R0832","Moderate-High Engagement","Marketing","3-5 years","Senior IC","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,2,3,3,3,4,4,3,3,2,4,4,4,3,1
"R0833","Moderate-High Engagement","Engineering","3-5 years","Senior IC","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",3,2,4,3,3,4,NA,3,4,4,3,3,2,3,4
"R0834","Moderate-Low Engagement","Engineering","5+ years","Senior IC","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,3,3,4,3,4,1,3,2,3,2,2,4,2,2
"R0835","Moderate-Low Engagement","Marketing","5+ years","Individual contributor","nothing","There was no option to say a question did not apply to me.",2,4,3,3,4,4,3,3,3,3,1,3,2,4,3
"R0836","Moderate-Low Engagement","Marketing","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.",NA,2,2,4,4,1,4,3,2,3,2,3,4,3,2,2
"R0837","High Engagement","Engineering","Under 1 year","Individual contributor","I liked that it asked about things nobody usually asks about.","none",4,4,3,3,4,4,3,2,2,4,4,4,4,4,3
"R0838","Moderate-Low Engagement","Engineering","1-3 years","Senior IC","Short enough that I could give real answers instead of rushing.","The scale was confusing.",2,2,4,2,1,3,1,2,3,NA,4,3,1,4,1
"R0839","Low Engagement","Product","Under 1 year","Individual contributor","nothing","Font was small.",3,3,4,2,1,1,1,2,3,3,2,1,3,2,3
"R0840","Moderate-Low Engagement","Engineering","1-3 years","Senior IC","It was short.","nothing",3,2,4,3,2,3,1,4,2,1,2,3,2,3,3
"R0841","Moderate-Low Engagement","Engineering","1-3 years","Manager","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",4,4,3,1,1,1,1,2,3,3,1,3,3,4,1
"R0842","Moderate-Low Engagement","Data & Analytics","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,3,2,3,4,3,3,3,3,4,2,2,2,4,1
"R0843","Moderate-High Engagement","Product","Under 1 year","Senior IC","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,3,3,NA,4,3,3,3,2,3,3,2,3,3,3
"R0844","Moderate-Low Engagement","Engineering","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",1,3,4,2,3,3,1,1,3,1,2,3,2,2,2
"R0845","Moderate-Low Engagement","Marketing","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.","There was no option to say a question did not apply to me.",2,2,3,4,2,2,3,3,2,1,3,1,3,1,2
"R0846","Low Engagement","Data & Analytics","Under 1 year","Manager","It was short.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,1,3,4,1,3,3,1,3,1,1,1,2,1,1
